Text,Target
өндөр насны тэтгэвэрт суусан,тэтгэвэрт гарсан
өрийн хүсэлтээр,өөрийн хүсэлтээр
өөр,өөрийн хүсэлтээр
өөр байгуулагад ажиллах болсон,өөрийн хүсэлтээр
өөрийн хүсэлт,өөрийн хүсэлтээр
өөрийн хүсэлтээр,өөрийн хүсэлтээр
өөрийн хүсэлтээр чөлөөлөгдөв,өөрийн хүсэлтээр
өөрийн хүсэлдтээр,өөрийн хүсэлтээр
өөр байгууллагад шилжих болсон,өөрийн хүсэлтээр
өөр байгууллагад шилжсэн,өөрийн хүсэлтээр
өөр сургуульд шилжин ажиллахаар,нутаг дотроо шилжин ажиллахаар болсон
өөрийн хүсэлтийн дагуу,өөрийн хүсэлтээр
өөрийн хүсэлтээр,өөрийн хүсэлтээр
өөрийн хүсэлтээр төлөв,өөрийн хүсэлтээр
өөо ажилд шилжих болсон,өөрийн хүсэлтээр
өөр байгууллагад шилжиж ажиллах болсон,өөрийн хүсэлтээр
өөр байгууллагад шилжин ажилах болсон,өөрийн хүсэлтээр
өөр ажилд орохоор,өөрийн хүсэлтээр
өөр ажилд орсон,өөрийн хүсэлтээр
өөр ажлын байранд шилжсэн,өөрийн хүсэлтээр
өөр цэцэрлэгт,нутаг дотроо шилжин ажиллахаар болсон
өөр ажил албан тушаалд томилогдсон,дэвшин ажиллахаар
өөр ажил орох болсон,өөрийн хүсэлтээр
өөр ажил хийх,өөрийн хүсэлтээр
өөр ажил хийхээр,өөрийн хүсэлтээр
өөр ажил эрхлэх,өөрийн хүсэлтээр
өөр ажил эрхлэхээр,өөрийн хүсэлтээр
өөр ажил эрхлэхээр болсон,өөрийн хүсэлтээр
өөр ажилд,өөрийн хүсэлтээр
өөр ажилд орох,өөрийн хүсэлтээр
өөр ажилд орох болсон,өөрийн хүсэлтээр
өөр ажилд орох болсон тул,өөрийн хүсэлтээр
өөр ажилд орох болсон,өөрийн хүсэлтээр
өөр ажилд орох гэж,өөрийн хүсэлтээр
өөр ажилд орох гэж гарсан,өөрийн хүсэлтээр
өөр ажилд орох гэж гарсан,өөрийн хүсэлтээр
өөр ажилд орох гээд,өөрийн хүсэлтээр
өөр ажилд орох хүсэлтэй,өөрийн хүсэлтээр
өөр ажилд орохоор,өөрийн хүсэлтээр
өөр ажилд орохоор болсон,өөрийн хүсэлтээр
өөр ажилд орохоор болсон,өөрийн хүсэлтээр
өөр ажилд орохоор гарсан,өөрийн хүсэлтээр
өөр ажилд орсон,өөрийн хүсэлтээр
өөр ажилд орсон,өөрийн хүсэлтээр
өөр ажилд орсон,өөрийн хүсэлтээр
өөр ажилд орсон тул,өөрийн хүсэлтээр
өөр ажилд орсон,өөрийн хүсэлтээр
өөр ажилд орхоор болсон,өөрийн хүсэлтээр
өөр ажилд томилогдсон,дэвшин ажиллахаар
өөр ажилд томилогдсон тул,дэвшин ажиллахаар
өөр ажилд шилжив,өөрийн хүсэлтээр
өөр ажилд шилжив,өөрийн хүсэлтээр
өөр ажилд шилжиж ажилласан,нутаг дотроо шилжин ажиллахаар болсон
өөр ажилд шилжиж ажиллахаар,нутаг дотроо шилжин ажиллахаар болсон
өөр ажилд шилжин ажилласан,нутаг дотроо шилжин ажиллахаар болсон
өөр ажилд шилжин орох,өөрийн хүсэлтээр
өөр ажилд шилжин орсон,өөрийн хүсэлтээр
өөр ажилд шилжин орсон,өөрийн хүсэлтээр
өөр ажилд шилжих,өөрийн хүсэлтээр
өөр ажилд шилжихээр,өөрийн хүсэлтээр
өөр ажилд шилжихээр болсон,өөрийн хүсэлтээр
өөр ажилд шилжсэн,өөрийн хүсэлтээр
өөр ажилд шилжсэн,өөрийн хүсэлтээр
өөр ажилд шилжэн ажилласан,өөрийн хүсэлтээр
өөр ажлын байранд ажиллах болсон,өөрийн хүсэлтээр
өөр ажлын байранд шилжсэн,өөрийн хүсэлтээр
өөр аилд шилжсэн тул,өөрийн хүсэлтээр
өөр аймаг шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
өөр аймаг руу шилжиж ажилласан,хөдөө орон нутаг руу шилжин ажиллахаар болсон
өөр аймаг руу шилжих шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
өөр аймаг руу шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
өөр аймагруу шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
өөр аймагт шилжин суурьшсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
өөр аймагт шилжих болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
өөр аймагт шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
өөр албан байгууллагад ажиллах,өөрийн хүсэлтээр
өөр албан байгууллагад шилжин орохоор,өөрийн хүсэлтээр
өөр албан тушаалд томилогдсон,дэвшин ажиллахаар
өөр албан тушаалд шилжих,дэвшин ажиллахаар
өөр байгуулагад,өөрийн хүсэлтээр
өөр байгуулагад ажиллахаар болоод гарсан,өөрийн хүсэлтээр
